_id,Card Name,Mana Cost,Converted Mana Cost,Card Type,Card Text,Flavor Text,Set,Other Sets,Rarity,Card Number,Artist,Community Rating,Number of Voters,Image URL
601f09c9a21962abbfd20123,Academy Rector,3 White ,4,Creature - Cleric,"When Academy Rector is put into a graveyard from play, you may remove Academy Rector from the game. If you do, search your library for an enchantment card and put that card into play. Then shuffle your library. ",false,"Urza's Destiny",false,Rare,1,Heather Hudson,4.567,105,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=15138&type=card
601f09caa21962abbfd20124,Academy Researchers,1 Blue Blue ,3,Creature - Human Wizard,"When Academy Researchers comes into play, you may put an Aura card from your hand into play attached to Academy Researchers. ",They brandish their latest theories as warriors would wield weapons.,Tenth Edition,"Urza's Saga (Uncommon) , Tenth Edition (Uncommon) , ",Uncommon,63,Stephen Daniele,3.981,53,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=132072&type=card
601f09cca21962abbfd20125,Academy Ruins,false,-1,Legendary Land,"Tap Colorless : Add . 1 Blue Tap , : Put target artifact card from your graveyard on top of your library. ",Its secrets once wrought the greatest artifice ever known. Now crabs loot the rubble to decorate their shells.,Double Masters,"Time Spiral (Rare) , Modern Masters (Rare) , Double Masters (Rare) , ",Rare,309,Zoltan Boros & Gabor Szikszai,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489982&type=card
601f09cda21962abbfd20126,Accelerate,1 Red ,2,Instant,Target creature gains haste until end of turn. Draw a card. ,"""I've seen lightning move slower.""",Torment,false,Common,90,Gary Ruddell,1.768,41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29857&type=card
601f09cea21962abbfd20127,Accelerated Mutation,3 Green Green ,5,Instant,"Target creature gets +X/+X until end of turn, where X is the highest converted mana cost among permanents you control. ",Its food just got a lot smaller and its stomach a lot bigger.,Scourge,false,Common,109,"Edward P. Beard, Jr.",2.641,32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=43539&type=card
601f09cfa21962abbfd20128,Acceptable Losses,3 Red ,4,Sorcery,"As an additional cost to play Acceptable Losses, discard a card at random from your hand. Acceptable Losses deals 5 damage to target creature. ",false,Odyssey,false,Common,172,Mike Ploog,1.018,82,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=30692&type=card
601f09d0a21962abbfd20129,Accessories to Murder,false,-1,Artifact — Contraption,"Whenever you crank Accessories to Murder, target creature gets +X/+0 until end of turn, where X is the number of creatures you control. ",false,Unstable,false,Uncommon,167,Ralph Horsley,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439556&type=card
601f09d1a21962abbfd2012a,Acclaimed Contender,2 White ,3,Creature — Human Knight,"When Acclaimed Contender enters the battlefield, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. ",false,Throne of Eldraine,false,Rare,1,David Gaillet,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=472963&type=card
601f09d2a21962abbfd2012b,Accomplished Automaton,7 ,7,Artifact Creature — Construct,"Fabricate 1 <i>(When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)</i> ","Was it just lonely, or was some form of evolution inevitable?",Double Masters,"Kaladesh (Common) , Double Masters (Common) , ",Common,230,Daarken,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489903&type=card
601f09d4a21962abbfd2012c,Accorder Paladin,1 White ,2,Creature — Human Knight,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.) ","""I fight for the suns, the surface, and everything in between.""",Mirrodin Besieged,false,Uncommon,1,Kekai Kotaki,3.876,178,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213818&type=card
601f09d5a21962abbfd2012d,"Accorder's Shield",0 ,0,Artifact — Equipment,"3 3 Equipped creature gets +0/+3 and has vigilance. (Attacking doesn't cause it to tap.)Equip (: Attach to target creature you control. Equip only as a sorcery.) ","An Auriok shield is polished to a mirror finish even on the inside, enabling its bearer to watch foes ahead and behind.",Magic 2014 Core Set,"Scars of Mirrodin (Common) , Magic 2014 Core Set (Uncommon) , ",Uncommon,204,Alan Pollack,3.375,44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=370581&type=card
601f09d6a21962abbfd2012e,Accumulated Knowledge,1 Blue ,2,Instant,"Draw a card, then draw cards equal to the number of cards named Accumulated Knowledge in all graveyards. ","""I have seen and heard much here. There are secrets within secrets. Let me show you.""",Masters 25,"Nemesis (Common) , Duel Decks: Elspeth vs. Kiora (Common) , Masters 25 (Common) , ",Common,40,Randy Gallegos,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=442029&type=card
601f09d8a21962abbfd2012f,Accursed Centaur,Black ,1,Creature - Zombie Centaur,"When Accursed Centaur comes into play, sacrifice a creature. ","""The Cabal mocks the natural order. For its minions, death is just a pause between duties.""",Onslaught,false,Common,123,Jerry Tiritilli,1.531,65,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26715&type=card
601f09d9a21962abbfd20130,Accursed Horde,3 Black ,4,Creature — Zombie,"1 Black : Target attacking Zombie gains indestructible until end of turn. <i>(Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)</i> ",false,Game Night 2019,"Hour of Devastation (Uncommon) , Game Night 2019 (Uncommon) , ",Uncommon,26,Victor Adame Minguez,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476092&type=card
601f09daa21962abbfd20131,Accursed Spirit,3 Black ,4,Creature — Spirit,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) ",Many have heard the slither of dragging armor and the soft squelch of its voice. But only its victims ever meet its icy gaze.,Magic 2015 Core Set,"Magic 2014 Core Set (Common) , Magic 2015 Core Set (Common) , ",Common,85,Kev Walker,3.071,7,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383175&type=card
601f09dda21962abbfd20132,Accursed Witch,3 Black ,4,4,"1 Spells your opponents cast that target Accursed Witch cost less to cast. When Accursed Witch dies, return it to the battlefield transformed under your control attached to target opponent.  ",false,Shadows over Innistrad,false,Uncommon,-1,Wesley Burt,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409843&type=card
601f09dda21962abbfd20133,Infectious Curse,false,-1,4,"Enchant player 1 Spells you cast that target enchanted player cost less to cast. At the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life.  ",false,Shadows over Innistrad,false,Uncommon,-1,Wesley Burt,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409843&type=card
601f09dea21962abbfd20134,Acid Rain,3 Blue ,4,Sorcery,Destroy all Forests. ,false,Masters Edition IV,"Legends (Rare) , Masters Edition IV (Rare) , ",Rare,36,NéNé Thomas,3.927,41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233299&type=card
601f09dfa21962abbfd20135,Acid Web Spider,3 Green Green ,5,Creature — Spider,"Reach When Acid Web Spider enters the battlefield, you may destroy target Equipment. ",Its web is an excellent source of found copper for the daring or the stupid.,Scars of Mirrodin,false,Uncommon,108,Austin Hsu,2.881,84,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209290&type=card
601f09e0a21962abbfd20136,Acidic Dagger,4 ,4,Artifact,"o4, ocT: Destroy any non-Wall creature receiving combat damage from target creature this turn. If targeted creature leaves play, bury Acidic Dagger. Use this ability only before defense is chosen. ",false,Mirage,false,Rare,-1,Patrick Beel,1.434,38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3239&type=card
601f09e2a21962abbfd20137,Acidic Slime,3 Green Green ,5,Creature — Ooze,"Deathtouch When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land. ",It fears no sword and leaves no bones behind.,Commander Legends,"Magic 2010 (Uncommon) , Magic 2011 (Uncommon) , Magic: The Gathering-Commander (Uncommon) , Magic 2012 (Uncommon) , Magic 2013 (Uncommon) , Commander 2013 Edition (Uncommon) , Duel Decks: Jace vs. Vraska (Uncommon) , Commander 2015 (Uncommon) , Commander Anthology (Uncommon) , Commander Anthology 2018 (Uncommon) , Commander 2018 (Uncommon) , Secret Lair Drop (Rare) , Ikoria Commander (Uncommon) , Zendikar Rising Commander (Uncommon) , Commander Legends (Uncommon) , ",Uncommon,421,Karl Kopinski,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=500901&type=card
601f09e3a21962abbfd20138,Acidic Sliver,Black Red ,2,Creature — Sliver,"2 All Slivers have "", Sacrifice this permanent: This permanent deals 2 damage to target creature or player."" ","The first sliver burst against the cave wall, and others piled in behind to deepen the new tunnel.",Tempest Remastered,"Stronghold (Uncommon) , Premium Deck Series: Slivers (Uncommon) , Tempest Remastered (Uncommon) , ",Uncommon,206,Jeff Miracola,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=397564&type=card
601f09e5a21962abbfd20139,Acidic Soil,2 Red ,3,Sorcery,Acidic Soil deals 1 damage to each player for each land he or she controls. ,"Phyrexia had tried to take Urza's soul. He was relieved that Shiv tried to claim only his soles.","Urza's Saga",false,Uncommon,172,Scott M. Fischer,3.338,34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5722&type=card
601f09e6a21962abbfd2013a,Acid-Spewer Dragon,5 Black ,6,Creature — Dragon,"Flying, deathtouch 5 Black Black 3 Megamorph (You may cast this card face down as a 2/2 creature for . Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.) When Acid-Spewer Dragon is turned face up, put a +1/+1 counter on each other Dragon creature you control. ",false,Dragons of Tarkir,false,Uncommon,86,James Zapata,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394485&type=card
601f09e7a21962abbfd2013b,Acolyte of Affliction,2 Black Green ,4,Creature — Human Cleric,"When Acolyte of Affliction enters the battlefield, put the top two cards of your library into your graveyard, then you may return a permanent card from your graveyard to your hand. ",The best healers are intimately familiar with death.,Theros Beyond Death,false,Uncommon,206,Chase Stone,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476457&type=card
601f09e8a21962abbfd2013c,Acolyte of the Inferno,2 Red ,3,Creature — Human Monk,"Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)Whenever Acolyte of the Inferno becomes blocked by a creature, it deals 2 damage to that creature. ",false,Magic Origins,false,Uncommon,128,Joseph Meehan,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398574&type=card
601f09e9a21962abbfd2013d,Acolyte of Xathrid,Black ,1,Creature — Human Cleric,"1 Black Tap , : Target player loses 1 life. ","Like all priests, she gives her blessings only to those truly worthy of them.",Magic 2010,false,Common,83,Chris Rahn,1.256,123,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190579&type=card
601f09eaa21962abbfd2013e,"Acolyte's Reward",1 White ,2,Instant,"White Prevent the next X damage that would be dealt to target creature this turn, where X is your devotion to white. If damage is prevented this way, Acolyte's Reward deals that much damage to target creature or player. (Each in the mana costs of permanents you control counts toward your devotion to white.) ",false,Born of the Gods,false,Uncommon,1,Slawomir Maniak,3.378,37,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378373&type=card
601f09eca21962abbfd2013f,Acorn Catapult,4 ,4,Artifact,"1 Tap , : Acorn Catapult deals 1 damage to target creature or player. That creature's controller or that player puts a 1/1 green Squirrel creature token onto the battlefield. ","The Kalonian word for ""ammunition"" is the same as the word for ""bait.""",Magic: The Gathering-Commander,false,Rare,241,Jesper Ejsing,3.718,55,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233197&type=card
601f09eda21962abbfd20140,Acorn Harvest,3 Green ,4,Sorcery,"Put two 1/1 green Squirrel creature tokens into play. Flashback—o1oG, Pay 3 life. (You may play this card from your graveyard for its flashback cost. Then remove it from the game.) ",false,Torment,false,Common,118,"Edward P. Beard, Jr.",3.293,46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29873&type=card
601f09efa21962abbfd20141,"Acornelia, Fashionable Filcher",3 Black ,4,Legendary Creature — Squirrel,"Whenever you cast a spell with a squirrel in its art, you get <i>(an acorn counter)</i>. Whenever a Squirrel you control enters the battlefield or dies, you get . 2 Black , Pay X : Target creature gets -X/-X until end of turn. Green , Pay X : Target creature gets +X/+X until end of turn. ",false,Unsanctioned,false,Rare,31,Bram Sels,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479426&type=card
601f09f0a21962abbfd20142,Acquire,3 Blue Blue ,5,Sorcery,"Search target opponent's library for an artifact card and put that card into play under your control. Then that player shuffles his or her library. ","Sometimes ""innovation"" means ""stealing another's secret before anyone else can.""",Fifth Dawn,false,Rare,21,Daren Bader,4.117,64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=51088&type=card
601f09f1a21962abbfd20143,Acquisitions Expert,1 Black ,2,Creature — Human Rogue,"When Acquisitions Expert enters the battlefield, target opponent reveals a number of cards from their hand equal to the number of creatures in your party. You choose one of those cards. That player discards that card. <i>(Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)</i> ",false,Zendikar Rising,false,Uncommon,89,Anna Steinbauer,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491722&type=card
601f09f3a21962abbfd20144,Acridian,1 Green ,2,Summon - Insect,"Echo (During your next upkeep after this permanent comes under your control, pay its casting cost or sacrifice it.) ","The elves of Argoth were trained to ride these creatures, even when their mounts traveled upside-down.","Urza's Saga",false,Common,230,rk post,3.286,28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5865&type=card
601f09fda21962abbfd20145,Acrobatic Maneuver,2 White ,3,Instant,"Exile target creature you control, then return that card to the battlefield under its owner's control. Draw a card. ","Renegades find ever more creative ways to work around the Consulate's aether regulations.",Kaladesh,false,Common,1,Winona Nelson,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417574&type=card
